rows,missing_values,duplicate_settings,voltage_levels,pulse_levels,minimum_voltage_V,maximum_voltage_V,minimum_pulses,maximum_pulses,minimum_depth_um,maximum_depth_um
120,0,0,8,15,460,600,10,150,11.1502,31.9041
