feature,impurity_fraction,permutation_R2_drop,permutation_std,permutation_fraction
voltage_V,0.11885208503885507,0.17948276513689163,0.04430876015659616,0.09547281699174896
pulses,0.8811479149611449,1.700453019646782,0.36028655149052957,0.9045271830082511
